34:51.9,Gyro: -0.91, Setpoint:0.00, Output: -22.25, linear: 0.00, LSteps: -347, RSteps: 52, RPM: 13.45
35:06.3,Gyro: 0.62, Setpoint:-0.15, Output: 18.48, linear: -0.15, LSteps: -406, RSteps: 132, RPM: 64.04
35:06.3,Gyro: 0.63, Setpoint:-0.15, Output: 18.06, linear: -0.15, LSteps: -406, RSteps: 132, RPM: 12.07
35:06.4,Gyro: 0.62, Setpoint:-0.15, Output: 17.80, linear: -0.15, LSteps: -405, RSteps: 132, RPM: 12.07
35:06.4,Gyro: 0.64, Setpoint:-0.15, Output: 17.80, linear: -0.15, LSteps: -404, RSteps: 133, RPM: 8.85
35:06.4,Gyro: 0.68, Setpoint:-0.15, Output: 16.94, linear: -0.15, LSteps: -403, RSteps: 134, RPM: 7.46
35:06.4,Gyro: 0.70, Setpoint:-0.15, Output: 16.43, linear: -0.15, LSteps: -403, RSteps: 134, RPM: 7.46
35:06.4,Gyro: 0.72, Setpoint:-0.15, Output: 15.86, linear: -0.15, LSteps: -402, RSteps: 135, RPM: 5.78
35:06.4,Gyro: 0.72, Setpoint:-0.15, Output: 15.86, linear: -0.15, LSteps: -402, RSteps: 135, RPM: 5.78
35:06.4,Gyro: 0.70, Setpoint:-0.15, Output: 15.61, linear: -0.15, LSteps: -402, RSteps: 137, RPM: 16.72
35:06.4,Gyro: 0.69, Setpoint:-0.15, Output: 15.23, linear: -0.15, LSteps: -400, RSteps: 137, RPM: 16.72
35:06.4,Gyro: 0.74, Setpoint:-0.15, Output: 15.23, linear: -0.15, LSteps: -399, RSteps: 137, RPM: 13.03
35:06.4,Gyro: 0.76, Setpoint:-0.15, Output: 14.31, linear: -0.15, LSteps: -399, RSteps: 137, RPM: 13.03
35:06.5,Gyro: 0.81, Setpoint:-0.15, Output: 13.48, linear: -0.15, LSteps: -399, RSteps: 137, RPM: 13.03
35:06.5,Gyro: 0.93, Setpoint:-0.15, Output: 12.45, linear: -0.15, LSteps: -398, RSteps: 137, RPM: 4.11
35:06.5,Gyro: 0.93, Setpoint:-0.15, Output: 12.45, linear: -0.15, LSteps: -397, RSteps: 137, RPM: 11.33
35:06.5,Gyro: 0.96, Setpoint:-0.15, Output: 11.28, linear: -0.15, LSteps: -397, RSteps: 137, RPM: 11.33
35:06.5,Gyro: 0.98, Setpoint:-0.15, Output: 10.64, linear: -0.15, LSteps: -397, RSteps: 137, RPM: 11.33
35:06.5,Gyro: 0.96, Setpoint:-0.15, Output: 10.64, linear: -0.15, LSteps: -397, RSteps: 137, RPM: 11.33
35:06.5,Gyro: 0.92, Setpoint:-0.15, Output: 10.61, linear: -0.15, LSteps: -396, RSteps: 137, RPM: 2.58
35:06.5,Gyro: 0.86, Setpoint:-0.15, Output: 10.57, linear: -0.15, LSteps: -396, RSteps: 137, RPM: 2.58
35:06.5,Gyro: 0.77, Setpoint:-0.15, Output: 10.43, linear: -0.15, LSteps: -396, RSteps: 137, RPM: 2.58
35:06.5,Gyro: 0.77, Setpoint:-0.15, Output: 10.43, linear: -0.15, LSteps: -396, RSteps: 137, RPM: 2.58
35:06.6,Gyro: 0.75, Setpoint:-0.15, Output: 10.55, linear: -0.15, LSteps: -396, RSteps: 137, RPM: 3.06
35:06.6,Gyro: 0.73, Setpoint:-0.15, Output: 10.24, linear: -0.15, LSteps: -395, RSteps: 137, RPM: 3.06
35:06.6,Gyro: 0.73, Setpoint:-0.15, Output: 10.24, linear: -0.15, LSteps: -395, RSteps: 137, RPM: 3.06
35:06.6,Gyro: 0.75, Setpoint:-0.15, Output: 9.65, linear: -0.15, LSteps: -395, RSteps: 137, RPM: 3.06
35:06.6,Gyro: 0.78, Setpoint:-0.15, Output: 9.00, linear: -0.15, LSteps: -395, RSteps: 137, RPM: 3.06
35:06.6,Gyro: 0.78, Setpoint:-0.15, Output: 9.00, linear: -0.15, LSteps: -394, RSteps: 137, RPM: 2.80
35:06.6,Gyro: 0.85, Setpoint:-0.15, Output: 8.33, linear: -0.15, LSteps: -394, RSteps: 137, RPM: 2.80
35:06.6,Gyro: 0.90, Setpoint:-0.15, Output: 7.15, linear: -0.15, LSteps: -394, RSteps: 137, RPM: 2.80
35:06.6,Gyro: 0.90, Setpoint:-0.15, Output: 7.15, linear: -0.15, LSteps: -394, RSteps: 137, RPM: 2.80
35:06.6,Gyro: 0.96, Setpoint:-0.15, Output: 6.20, linear: -0.15, LSteps: -394, RSteps: 137, RPM: 2.80
35:06.6,Gyro: 1.10, Setpoint:-0.15, Output: 4.54, linear: -0.15, LSteps: -393, RSteps: 137, RPM: 2.72
35:06.7,Gyro: 1.10, Setpoint:-0.15, Output: 4.54, linear: -0.15, LSteps: -393, RSteps: 137, RPM: 2.72
35:06.7,Gyro: 1.18, Setpoint:-0.15, Output: 3.27, linear: -0.15, LSteps: -393, RSteps: 137, RPM: 2.72
35:06.7,Gyro: 1.36, Setpoint:-0.15, Output: 1.17, linear: -0.15, LSteps: -393, RSteps: 137, RPM: 2.72
35:06.7,Gyro: 1.36, Setpoint:-0.15, Output: 1.17, linear: -0.15, LSteps: -392, RSteps: 137, RPM: 2.88
35:06.7,Gyro: 1.47, Setpoint:-0.15, Output: -0.44, linear: -0.15, LSteps: -392, RSteps: 136, RPM: 2.88
35:06.7,Gyro: 1.71, Setpoint:-0.15, Output: -2.12, linear: -0.15, LSteps: -392, RSteps: 136, RPM: 2.88
35:06.7,Gyro: 1.71, Setpoint:-0.15, Output: -2.12, linear: -0.15, LSteps: -392, RSteps: 136, RPM: 2.88
35:06.7,Gyro: 1.84, Setpoint:-0.15, Output: -4.98, linear: -0.15, LSteps: -392, RSteps: 136, RPM: 2.88
35:06.7,Gyro: 1.98, Setpoint:-0.15, Output: -7.05, linear: -0.15, LSteps: -392, RSteps: 136, RPM: 2.45
35:06.7,Gyro: 2.29, Setpoint:-0.15, Output: -10.55, linear: -0.15, LSteps: -393, RSteps: 135, RPM: 2.45
35:06.8,Gyro: 2.29, Setpoint:-0.15, Output: -10.55, linear: -0.15, LSteps: -393, RSteps: 135, RPM: 2.45
35:06.8,Gyro: 2.46, Setpoint:-0.15, Output: -13.05, linear: -0.15, LSteps: -393, RSteps: 135, RPM: 2.45
35:06.8,Gyro: 2.82, Setpoint:-0.15, Output: -15.70, linear: -0.15, LSteps: -393, RSteps: 135, RPM: 2.45
35:06.8,Gyro: 2.82, Setpoint:-0.15, Output: -15.70, linear: -0.15, LSteps: -394, RSteps: 135, RPM: 2.75
35:06.8,Gyro: 3.02, Setpoint:-0.15, Output: -20.19, linear: -0.15, LSteps: -394, RSteps: 135, RPM: 2.75
35:06.8,Gyro: 3.24, Setpoint:-0.15, Output: -23.44, linear: -0.15, LSteps: -394, RSteps: 135, RPM: 2.75
35:06.8,Gyro: 3.71, Setpoint:-0.15, Output: -28.84, linear: -0.15, LSteps: -394, RSteps: 135, RPM: 2.75
35:06.8,Gyro: 3.71, Setpoint:-0.15, Output: -28.84, linear: -0.15, LSteps: -395, RSteps: 135, RPM: 2.62
35:06.8,Gyro: 3.97, Setpoint:-0.15, Output: -32.70, linear: -0.15, LSteps: -395, RSteps: 135, RPM: 2.62
35:06.9,Gyro: 4.54, Setpoint:-0.15, Output: -36.85, linear: -0.15, LSteps: -395, RSteps: 135, RPM: 2.62
35:06.9,Gyro: 4.54, Setpoint:-0.15, Output: -36.85, linear: -0.15, LSteps: -395, RSteps: 134, RPM: 2.62
35:06.9,Gyro: 4.86, Setpoint:-0.15, Output: -43.98, linear: -0.15, LSteps: -396, RSteps: 133, RPM: 3.80
35:06.9,Gyro: 5.21, Setpoint:-0.15, Output: -49.12, linear: -0.15, LSteps: -397, RSteps: 132, RPM: 10.15
35:06.9,Gyro: 5.66, Setpoint:-0.15, Output: -55.28, linear: -0.15, LSteps: -398, RSteps: 130, RPM: 13.23
35:06.9,Gyro: 5.66, Setpoint:-0.15, Output: -55.28, linear: -0.15, LSteps: -400, RSteps: 128, RPM: 19.54
35:06.9,Gyro: 5.64, Setpoint:-0.15, Output: -57.83, linear: -0.15, LSteps: -401, RSteps: 126, RPM: 23.75
35:06.9,Gyro: 5.62, Setpoint:-0.15, Output: -61.24, linear: -0.15, LSteps: -403, RSteps: 125, RPM: 23.75
35:06.9,Gyro: 5.62, Setpoint:-0.15, Output: -61.24, linear: -0.15, LSteps: -406, RSteps: 122, RPM: 27.57
35:06.9,Gyro: 5.43, Setpoint:-0.15, Output: -61.63, linear: -0.15, LSteps: -409, RSteps: 119, RPM: 29.69
35:06.9,Gyro: 4.93, Setpoint:-0.15, Output: -62.63, linear: -0.15, LSteps: -410, RSteps: 118, RPM: 31.18
35:07.0,Gyro: 4.93, Setpoint:-0.15, Output: -62.63, linear: -0.15, LSteps: -413, RSteps: 115, RPM: 32.32
35:07.0,Gyro: 4.63, Setpoint:-0.15, Output: -60.36, linear: -0.15, LSteps: -417, RSteps: 111, RPM: 34.36
35:07.0,Gyro: 4.27, Setpoint:-0.15, Output: -59.72, linear: -0.15, LSteps: -417, RSteps: 110, RPM: 33.39
35:07.0,Gyro: 3.54, Setpoint:-0.15, Output: -55.88, linear: -0.15, LSteps: -422, RSteps: 106, RPM: 33.98
35:07.0,Gyro: 3.54, Setpoint:-0.15, Output: -55.88, linear: -0.15, LSteps: -425, RSteps: 103, RPM: 33.40
35:07.0,Gyro: 3.09, Setpoint:-0.15, Output: -54.00, linear: -0.15, LSteps: -425, RSteps: 99, RPM: 1303.69
35:07.0,Gyro: 2.22, Setpoint:-0.15, Output: -51.84, linear: -0.15, LSteps: -430, RSteps: 97, RPM: 33.69
35:07.0,Gyro: 2.22, Setpoint:-0.15, Output: -51.84, linear: -0.15, LSteps: -433, RSteps: 94, RPM: 33.60
35:07.0,Gyro: 1.81, Setpoint:-0.15, Output: -46.53, linear: -0.15, LSteps: -437, RSteps: 91, RPM: 31.29
35:07.1,Gyro: 1.43, Setpoint:-0.15, Output: -44.37, linear: -0.15, LSteps: -438, RSteps: 90, RPM: 31.27
35:07.1,Gyro: 0.76, Setpoint:-0.15, Output: -39.69, linear: -0.15, LSteps: -441, RSteps: 87, RPM: 28.51
35:07.1,Gyro: 0.76, Setpoint:-0.15, Output: -39.69, linear: -0.15, LSteps: -444, RSteps: 84, RPM: 27.67
35:07.1,Gyro: 0.44, Setpoint:-0.15, Output: -37.54, linear: -0.15, LSteps: -444, RSteps: 81, RPM: 25.63
35:07.1,Gyro: -0.13, Setpoint:-0.15, Output: -35.38, linear: -0.15, LSteps: -447, RSteps: 80, RPM: 25.16
35:07.1,Gyro: -0.13, Setpoint:-0.15, Output: -35.38, linear: -0.15, LSteps: -449, RSteps: 78, RPM: 24.26
35:07.1,Gyro: -0.38, Setpoint:-0.15, Output: -31.34, linear: -0.15, LSteps: -453, RSteps: 76, RPM: 22.98
35:07.1,Gyro: -0.60, Setpoint:-0.15, Output: -29.51, linear: -0.15, LSteps: -453, RSteps: 75, RPM: 22.98
35:07.1,Gyro: -0.99, Setpoint:-0.15, Output: -26.14, linear: -0.15, LSteps: -456, RSteps: 73, RPM: 19.63
35:07.1,Gyro: -0.99, Setpoint:-0.15, Output: -26.14, linear: -0.15, LSteps: -457, RSteps: 71, RPM: 18.39
35:07.2,Gyro: -1.15, Setpoint:-0.15, Output: -24.44, linear: -0.15, LSteps: -458, RSteps: 68, RPM: 102.96
35:07.2,Gyro: -1.42, Setpoint:-0.15, Output: -22.78, linear: -0.15, LSteps: -460, RSteps: 68, RPM: 102.96
35:07.2,Gyro: -1.42, Setpoint:-0.15, Output: -22.78, linear: -0.15, LSteps: -462, RSteps: 66, RPM: 15.65
35:07.2,Gyro: -1.51, Setpoint:-0.15, Output: -20.51, linear: -0.15, LSteps: -463, RSteps: 65, RPM: 13.48
35:07.2,Gyro: -1.54, Setpoint:-0.15, Output: -19.47, linear: -0.15, LSteps: -464, RSteps: 64, RPM: 13.78
35:07.2,Gyro: -1.54, Setpoint:-0.15, Output: -19.47, linear: -0.15, LSteps: -466, RSteps: 62, RPM: 48.20
35:07.2,Gyro: -1.49, Setpoint:-0.15, Output: -19.40, linear: -0.15, LSteps: -467, RSteps: 61, RPM: 14.57
35:07.2,Gyro: -1.41, Setpoint:-0.15, Output: -19.36, linear: -0.15, LSteps: -467, RSteps: 61, RPM: 9.36
35:07.2,Gyro: -1.21, Setpoint:-0.15, Output: -20.40, linear: -0.15, LSteps: -468, RSteps: 60, RPM: 9.36
35:07.2,Gyro: -1.21, Setpoint:-0.15, Output: -20.40, linear: -0.15, LSteps: -469, RSteps: 59, RPM: 10.86
35:07.2,Gyro: -1.07, Setpoint:-0.15, Output: -21.05, linear: -0.15, LSteps: -470, RSteps: 58, RPM: 104.51
35:07.3,Gyro: -0.71, Setpoint:-0.15, Output: -21.99, linear: -0.15, LSteps: -472, RSteps: 57, RPM: 10.43
35:07.3,Gyro: -0.71, Setpoint:-0.15, Output: -21.99, linear: -0.15, LSteps: -473, RSteps: 56, RPM: 10.22
35:07.3,Gyro: -0.49, Setpoint:-0.15, Output: -24.94, linear: -0.15, LSteps: -474, RSteps: 55, RPM: 10.31
35:07.3,Gyro: -0.24, Setpoint:-0.15, Output: -26.77, linear: -0.15, LSteps: -474, RSteps: 55, RPM: 10.31
35:07.3,Gyro: 0.43, Setpoint:-0.15, Output: -32.20, linear: -0.15, LSteps: -476, RSteps: 54, RPM: 775.85
35:07.3,Gyro: 0.43, Setpoint:-0.15, Output: -32.20, linear: -0.15, LSteps: -477, RSteps: 53, RPM: 7.74
35:07.3,Gyro: 0.66, Setpoint:-0.15, Output: -34.27, linear: -0.15, LSteps: -477, RSteps: 52, RPM: 13.27
35:07.3,Gyro: 0.67, Setpoint:-0.15, Output: -34.64, linear: -0.15, LSteps: -479, RSteps: 51, RPM: 13.75
35:07.3,Gyro: 0.67, Setpoint:-0.15, Output: -34.64, linear: -0.15, LSteps: -481, RSteps: 49, RPM: 59.93
35:07.3,Gyro: 0.77, Setpoint:-0.15, Output: -35.93, linear: -0.15, LSteps: -483, RSteps: 47, RPM: 16.88
35:07.4,Gyro: 0.87, Setpoint:-0.15, Output: -37.21, linear: -0.15, LSteps: -483, RSteps: 47, RPM: 16.88
35:07.4,Gyro: 0.69, Setpoint:-0.15, Output: -36.18, linear: -0.15, LSteps: -485, RSteps: 45, RPM: 16.68
35:07.4,Gyro: 0.69, Setpoint:-0.15, Output: -36.18, linear: -0.15, LSteps: -487, RSteps: 42, RPM: 18.25
35:07.4,Gyro: 0.65, Setpoint:-0.15, Output: -36.30, linear: -0.15, LSteps: -487, RSteps: 40, RPM: 17.93
35:07.4,Gyro: 0.34, Setpoint:-0.15, Output: -34.13, linear: -0.15, LSteps: -489, RSteps: 39, RPM: 17.93
35:07.4,Gyro: 0.34, Setpoint:-0.15, Output: -34.13, linear: -0.15, LSteps: -491, RSteps: 38, RPM: 17.79
35:07.4,Gyro: 0.20, Setpoint:-0.15, Output: -33.28, linear: -0.15, LSteps: -491, RSteps: 36, RPM: 18.13
35:07.4,Gyro: -0.21, Setpoint:-0.15, Output: -31.93, linear: -0.15, LSteps: -494, RSteps: 35, RPM: 19.00
35:07.4,Gyro: -0.21, Setpoint:-0.15, Output: -31.93, linear: -0.15, LSteps: -496, RSteps: 33, RPM: 29.13
35:07.5,Gyro: -0.42, Setpoint:-0.15, Output: -28.45, linear: -0.15, LSteps: -498, RSteps: 31, RPM: 16.99
35:07.5,Gyro: -0.63, Setpoint:-0.15, Output: -26.69, linear: -0.15, LSteps: -498, RSteps: 31, RPM: 16.99
35:07.5,Gyro: -1.05, Setpoint:-0.15, Output: -23.07, linear: -0.15, LSteps: -500, RSteps: 29, RPM: 16.46
35:07.5,Gyro: -1.05, Setpoint:-0.15, Output: -23.07, linear: -0.15, LSteps: -502, RSteps: 27, RPM: 15.45
35:07.5,Gyro: -1.24, Setpoint:-0.15, Output: -21.13, linear: -0.15, LSteps: -502, RSteps: 25, RPM: 13.08
35:07.5,Gyro: -1.57, Setpoint:-0.15, Output: -19.25, linear: -0.15, LSteps: -504, RSteps: 25, RPM: 13.15
35:07.5,Gyro: -1.57, Setpoint:-0.15, Output: -19.25, linear: -0.15, LSteps: -505, RSteps: 24, RPM: 11.10
35:07.5,Gyro: -1.71, Setpoint:-0.15, Output: -16.16, linear: -0.15, LSteps: -506, RSteps: 22, RPM: 11.59
35:07.5,Gyro: -1.85, Setpoint:-0.15, Output: -14.36, linear: -0.15, LSteps: -507, RSteps: 21, RPM: 32.08
35:07.5,Gyro: -2.07, Setpoint:-0.15, Output: -11.74, linear: -0.15, LSteps: -508, RSteps: 20, RPM: 13.42
35:07.5,Gyro: -2.07, Setpoint:-0.15, Output: -11.74, linear: -0.15, LSteps: -508, RSteps: 20, RPM: 13.42
35:07.6,Gyro: -2.16, Setpoint:-0.15, Output: -10.10, linear: -0.15, LSteps: -508, RSteps: 19, RPM: 13.42
35:07.6,Gyro: -2.32, Setpoint:-0.15, Output: -7.89, linear: -0.15, LSteps: -508, RSteps: 18, RPM: 13.42
35:07.6,Gyro: -2.32, Setpoint:-0.15, Output: -7.89, linear: -0.15, LSteps: -508, RSteps: 18, RPM: 13.42
35:07.6,Gyro: -2.38, Setpoint:-0.15, Output: -6.36, linear: -0.15, LSteps: -508, RSteps: 18, RPM: 13.42
35:07.6,Gyro: -2.50, Setpoint:-0.15, Output: -4.73, linear: -0.15, LSteps: -511, RSteps: 18, RPM: 163.52
35:07.6,Gyro: -2.50, Setpoint:-0.15, Output: -4.73, linear: -0.15, LSteps: -521, RSteps: 18, RPM: 181.44
35:07.6,Gyro: -2.43, Setpoint:-0.15, Output: -3.85, linear: -0.15, LSteps: -522, RSteps: 18, RPM: 17.24
35:07.6,Gyro: -2.29, Setpoint:-0.15, Output: -3.90, linear: -0.15, LSteps: -522, RSteps: 18, RPM: 17.24
35:07.6,Gyro: -2.05, Setpoint:-0.15, Output: -4.83, linear: -0.15, LSteps: -522, RSteps: 18, RPM: 17.24
35:07.7,Gyro: -2.05, Setpoint:-0.15, Output: -4.83, linear: -0.15, LSteps: -522, RSteps: 18, RPM: 17.24
35:07.7,Gyro: -1.97, Setpoint:-0.15, Output: -4.55, linear: -0.15, LSteps: -522, RSteps: 18, RPM: 2.58
35:07.7,Gyro: -1.80, Setpoint:-0.15, Output: -4.49, linear: -0.15, LSteps: -523, RSteps: 18, RPM: 2.58
35:07.7,Gyro: -1.80, Setpoint:-0.15, Output: -4.49, linear: -0.15, LSteps: -523, RSteps: 18, RPM: 2.58
35:07.7,Gyro: -1.74, Setpoint:-0.15, Output: -4.72, linear: -0.15, LSteps: -523, RSteps: 18, RPM: 2.58
35:07.7,Gyro: -1.70, Setpoint:-0.15, Output: -4.30, linear: -0.15, LSteps: -523, RSteps: 18, RPM: 2.58
35:07.7,Gyro: -1.67, Setpoint:-0.15, Output: -3.86, linear: -0.15, LSteps: -524, RSteps: 18, RPM: 2.65
35:07.7,Gyro: -1.67, Setpoint:-0.15, Output: -3.86, linear: -0.15, LSteps: -524, RSteps: 18, RPM: 2.65
35:07.7,Gyro: -1.67, Setpoint:-0.15, Output: -3.09, linear: -0.15, LSteps: -524, RSteps: 18, RPM: 2.65
35:07.7,Gyro: -1.70, Setpoint:-0.15, Output: -2.31, linear: -0.15, LSteps: -524, RSteps: 18, RPM: 2.65
35:07.7,Gyro: -1.70, Setpoint:-0.15, Output: -2.31, linear: -0.15, LSteps: -524, RSteps: 18, RPM: 2.65
35:07.8,Gyro: -1.74, Setpoint:-0.15, Output: -1.13, linear: -0.15, LSteps: -525, RSteps: 18, RPM: 2.72
35:07.8,Gyro: -1.83, Setpoint:-0.15, Output: -0.04, linear: -0.15, LSteps: -525, RSteps: 18, RPM: 2.72
35:07.8,Gyro: -1.83, Setpoint:-0.15, Output: -0.04, linear: -0.15, LSteps: -525, RSteps: 18, RPM: 2.72
35:07.8,Gyro: -1.88, Setpoint:-0.15, Output: 1.57, linear: -0.15, LSteps: -525, RSteps: 18, RPM: 2.72
35:07.8,Gyro: -1.95, Setpoint:-0.15, Output: 2.90, linear: -0.15, LSteps: -525, RSteps: 18, RPM: 2.72
35:07.8,Gyro: -1.95, Setpoint:-0.15, Output: 2.90, linear: -0.15, LSteps: -524, RSteps: 18, RPM: 2.65
35:07.8,Gyro: -2.12, Setpoint:-0.15, Output: 5.11, linear: -0.15, LSteps: -524, RSteps: 18, RPM: 2.65
35:07.8,Gyro: -2.21, Setpoint:-0.15, Output: 6.77, linear: -0.15, LSteps: -524, RSteps: 18, RPM: 2.65
35:07.8,Gyro: -2.21, Setpoint:-0.15, Output: 6.77, linear: -0.15, LSteps: -524, RSteps: 19, RPM: 2.65
35:07.8,Gyro: -2.42, Setpoint:-0.15, Output: 8.59, linear: -0.15, LSteps: -524, RSteps: 20, RPM: 2.72
35:07.9,Gyro: -2.54, Setpoint:-0.15, Output: 11.48, linear: -0.15, LSteps: -523, RSteps: 20, RPM: 2.72
35:07.9,Gyro: -2.54, Setpoint:-0.15, Output: 11.48, linear: -0.15, LSteps: -523, RSteps: 20, RPM: 2.72
35:07.9,Gyro: -2.81, Setpoint:-0.15, Output: 13.63, linear: -0.15, LSteps: -523, RSteps: 20, RPM: 2.72
35:07.9,Gyro: -2.95, Setpoint:-0.15, Output: 17.08, linear: -0.15, LSteps: -523, RSteps: 20, RPM: 2.72
35:07.9,Gyro: -3.10, Setpoint:-0.15, Output: 19.64, linear: -0.15, LSteps: -523, RSteps: 20, RPM: 2.72
35:07.9,Gyro: -3.10, Setpoint:-0.15, Output: 19.64, linear: -0.15, LSteps: -523, RSteps: 20, RPM: 2.72
35:07.9,Gyro: -3.42, Setpoint:-0.15, Output: 22.27, linear: -0.15, LSteps: -523, RSteps: 20, RPM: 2.72
35:07.9,Gyro: -3.60, Setpoint:-0.15, Output: 26.52, linear: -0.15, LSteps: -523, RSteps: 20, RPM: 2.72
35:07.9,Gyro: -3.60, Setpoint:-0.15, Output: 26.52, linear: -0.15, LSteps: -523, RSteps: 20, RPM: 2.72
35:07.9,Gyro: -4.03, Setpoint:-0.15, Output: 29.83, linear: -0.15, LSteps: -523, RSteps: 20, RPM: 2.72
35:07.9,Gyro: -4.27, Setpoint:-0.15, Output: 35.25, linear: -0.15, LSteps: -523, RSteps: 21, RPM: 2.72
35:08.0,Gyro: -4.27, Setpoint:-0.15, Output: 35.25, linear: -0.15, LSteps: -523, RSteps: 21, RPM: 2.72
35:08.0,Gyro: -4.51, Setpoint:-0.15, Output: 39.16, linear: -0.15, LSteps: -522, RSteps: 22, RPM: 1.00
35:08.0,Gyro: -5.04, Setpoint:-0.15, Output: 43.37, linear: -0.15, LSteps: -522, RSteps: 23, RPM: 1.00
35:08.0,Gyro: -5.04, Setpoint:-0.15, Output: 43.37, linear: -0.15, LSteps: -521, RSteps: 24, RPM: 6.68
35:08.0,Gyro: -5.22, Setpoint:-0.15, Output: 49.13, linear: -0.15, LSteps: -519, RSteps: 26, RPM: 12.49
35:08.0,Gyro: -5.47, Setpoint:-0.15, Output: 52.70, linear: -0.15, LSteps: -519, RSteps: 26, RPM: 12.49
35:08.0,Gyro: -5.47, Setpoint:-0.15, Output: 52.70, linear: -0.15, LSteps: -517, RSteps: 28, RPM: 19.00
35:08.0,Gyro: -5.46, Setpoint:-0.15, Output: 55.94, linear: -0.15, LSteps: -514, RSteps: 31, RPM: 1223.27
35:08.0,Gyro: -5.39, Setpoint:-0.15, Output: 57.89, linear: -0.15, LSteps: -513, RSteps: 32, RPM: 23.62
35:08.1,Gyro: -5.10, Setpoint:-0.15, Output: 59.51, linear: -0.15, LSteps: -510, RSteps: 35, RPM: 26.08
35:08.1,Gyro: -5.10, Setpoint:-0.15, Output: 59.51, linear: -0.15, LSteps: -508, RSteps: 38, RPM: 28.65
35:08.1,Gyro: -4.84, Setpoint:-0.15, Output: 58.32, linear: -0.15, LSteps: -507, RSteps: 41, RPM: 31.77
35:08.1,Gyro: -4.20, Setpoint:-0.15, Output: 58.04, linear: -0.15, LSteps: -502, RSteps: 43, RPM: 62.79
35:08.1,Gyro: -4.20, Setpoint:-0.15, Output: 58.04, linear: -0.15, LSteps: -499, RSteps: 46, RPM: 33.85
35:08.1,Gyro: -3.83, Setpoint:-0.15, Output: 54.41, linear: -0.15, LSteps: -496, RSteps: 49, RPM: 33.16
35:08.1,Gyro: -3.44, Setpoint:-0.15, Output: 53.05, linear: -0.15, LSteps: -495, RSteps: 50, RPM: 32.92
35:08.1,Gyro: -2.68, Setpoint:-0.15, Output: 48.41, linear: -0.15, LSteps: -491, RSteps: 54, RPM: 32.94
35:08.1,Gyro: -2.68, Setpoint:-0.15, Output: 48.41, linear: -0.15, LSteps: -487, RSteps: 56, RPM: 33.17
35:08.1,Gyro: -2.28, Setpoint:-0.15, Output: 46.39, linear: -0.15, LSteps: -486, RSteps: 59, RPM: 31.97
35:08.2,Gyro: -1.52, Setpoint:-0.15, Output: 44.25, linear: -0.15, LSteps: -482, RSteps: 60, RPM: 30.36
35:08.2,Gyro: -1.52, Setpoint:-0.15, Output: 44.25, linear: -0.15, LSteps: -480, RSteps: 63, RPM: 30.40
35:08.2,Gyro: -1.16, Setpoint:-0.15, Output: 39.17, linear: -0.15, LSteps: -476, RSteps: 67, RPM: 28.05
35:08.2,Gyro: -0.84, Setpoint:-0.15, Output: 37.06, linear: -0.15, LSteps: -475, RSteps: 68, RPM: 28.46
35:08.2,Gyro: -0.28, Setpoint:-0.15, Output: 32.89, linear: -0.15, LSteps: -472, RSteps: 71, RPM: 26.17
35:08.2,Gyro: -0.28, Setpoint:-0.15, Output: 32.89, linear: -0.15, LSteps: -470, RSteps: 73, RPM: 23.76
35:08.2,Gyro: -0.04, Setpoint:-0.15, Output: 31.06, linear: -0.15, LSteps: -469, RSteps: 75, RPM: 21.49
35:08.2,Gyro: 0.34, Setpoint:-0.15, Output: 29.32, linear: -0.15, LSteps: -467, RSteps: 76, RPM: 21.49
35:08.2,Gyro: 0.34, Setpoint:-0.15, Output: 29.32, linear: -0.15, LSteps: -465, RSteps: 77, RPM: 19.42
35:08.2,Gyro: 0.49, Setpoint:-0.15, Output: 26.51, linear: -0.15, LSteps: -464, RSteps: 79, RPM: 17.78
35:08.2,Gyro: 0.62, Setpoint:-0.15, Output: 25.17, linear: -0.15, LSteps: -462, RSteps: 80, RPM: 18.27
35:08.3,Gyro: 0.82, Setpoint:-0.15, Output: 23.25, linear: -0.15, LSteps: -459, RSteps: 82, RPM: 16.06
35:08.3,Gyro: 0.82, Setpoint:-0.15, Output: 23.25, linear: -0.15, LSteps: -458, RSteps: 83, RPM: 14.38
35:08.3,Gyro: 0.88, Setpoint:-0.15, Output: 22.28, linear: -0.15, LSteps: -458, RSteps: 84, RPM: 14.02
35:08.3,Gyro: 0.94, Setpoint:-0.15, Output: 21.47, linear: -0.15, LSteps: -456, RSteps: 85, RPM: 14.13
35:08.3,Gyro: 0.94, Setpoint:-0.15, Output: 21.47, linear: -0.15, LSteps: -454, RSteps: 87, RPM: 68.77
35:08.3,Gyro: 0.93, Setpoint:-0.15, Output: 20.87, linear: -0.15, LSteps: -454, RSteps: 88, RPM: 15.29
35:08.3,Gyro: 0.91, Setpoint:-0.15, Output: 20.53, linear: -0.15, LSteps: -453, RSteps: 89, RPM: 15.29
35:08.3,Gyro: 0.86, Setpoint:-0.15, Output: 20.53, linear: -0.15, LSteps: -451, RSteps: 90, RPM: 11.84
35:08.3,Gyro: 0.73, Setpoint:-0.15, Output: 21.53, linear: -0.15, LSteps: -450, RSteps: 92, RPM: 9.64
35:08.4,Gyro: 0.57, Setpoint:-0.15, Output: 22.34, linear: -0.15, LSteps: -450, RSteps: 92, RPM: 9.64
